# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 27 07:01:44 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_logg,st_dens,sy_dist
Kepler-1863 b,Kepler-1863,Transit,2021,44.99760056,0.255500,2.263,2.720000,0.000000,508,5871.00,0.98,1.10,4.49,0.02888,865.5460000
Kepler-1864 b,Kepler-1864,Transit,2021,3.88151002,0.048800,0.754,4.520000,0.000000,1156,5854.00,0.98,1.03,4.47,1.57925,298.8940000
Kepler-1865 b,Kepler-1865,Transit,2021,2.52400994,0.034400,1.577,4.360000,0.000000,1203,5420.00,0.87,0.85,4.49,12.92720,922.2550000
Kepler-1866 b,Kepler-1866,Transit,2021,11.66009998,0.101600,2.082,3.040000,0.000000,834,5791.00,1.08,1.03,4.38,0.00949,976.7370000
Kepler-1867 b,Kepler-1867,Transit,2021,9.88735962,0.087200,1.160,5.810000,0.000000,768,5693.00,0.82,0.91,4.57,0.89377,680.5830000
Kepler-1868 b,Kepler-1868,Transit,2021,211.03399660,0.626600,3.150,1.780000,0.000000,215,4658.00,0.69,0.74,4.63,1.44584,274.1800000
Kepler-1869 b,Kepler-1869,Transit,2021,8.16736031,0.079100,1.120,5.720000,0.000000,865,5808.00,0.90,0.99,4.52,0.43756,113.0250000
Kepler-1869 c,Kepler-1869,Transit,2023,1.71682830,0.028000,0.740,4.470000,0.000000,1455,5808.00,0.90,0.99,4.52,0.65299,113.0250000
Kepler-187 b,Kepler-187,Transit,2014,4.93886400,0.059000,1.410,5.040000,0.000000,1244,6105.00,1.29,1.11,4.27,0.41310,1143.0000000
Kepler-187 c,Kepler-187,Transit,2014,10.64026300,0.099000,2.670,2.200000,0.000000,963,6105.00,1.29,1.11,4.27,0.17649,1143.0000000
Kepler-1870 b,Kepler-1870,Transit,2021,3.60694003,0.045300,2.101,3.000000,0.000000,1046,5508.00,0.84,0.96,4.57,4.68913,407.2160000
Kepler-1871 b,Kepler-1871,Transit,2021,1.95270002,0.030800,2.422,2.490000,0.000000,1403,5741.00,0.95,1.02,4.50,1.13937,854.6230000
Kepler-1872 b,Kepler-1872,Transit,2021,3.82591009,0.046500,2.384,2.550000,0.000000,1005,5223.00,0.89,0.91,4.50,0.39093,840.1820000
Kepler-1873 b,Kepler-1873,Transit,2021,0.55884200,0.012800,1.626,4.190000,0.000000,1787,5151.00,0.79,0.90,4.59,8.80443,820.9570000
Kepler-1874 b,Kepler-1874,Transit,2021,56.57320023,0.263300,2.211,2.810000,0.000000,356,4701.00,0.78,0.76,4.54,0.48505,408.0070000
Kepler-1875 b,Kepler-1875,Transit,2021,34.45859909,0.203900,3.227,1.720000,0.000000,559,6161.00,0.86,0.95,4.54,0.36979,1660.4500000
Kepler-1876 b,Kepler-1876,Transit,2021,6.99205000,0.075800,0.853,19.000000,0.098000,1299,6104.00,1.48,1.19,4.07,0.38461,259.9350000
Kepler-1877 b,Kepler-1877,Transit,2021,2.37756991,0.035100,0.624,4.050000,0.000000,1278,5615.00,0.94,1.02,4.50,1.51434,285.3120000
Kepler-1878 b,Kepler-1878,Transit,2021,4.44587994,0.052100,2.920,1.960000,0.000000,1063,5918.00,0.86,0.96,4.54,1.13110,1494.3000000
Kepler-1879 b,Kepler-1879,Transit,2021,10.61340046,0.095300,2.065,3.070000,0.000000,987,5865.00,1.39,1.02,4.16,59.71227,627.1710000
Kepler-188 b,Kepler-188,Transit,2014,2.06189700,0.032000,1.680,4.010000,0.000000,1463,6021.00,1.14,0.98,4.35,2.68246,968.5440000
Kepler-188 c,Kepler-188,Transit,2014,5.99655300,0.066000,3.190,1.740000,0.000000,1025,6021.00,1.14,0.98,4.35,0.98292,968.5440000
Kepler-1880 b,Kepler-1880,Transit,2021,6.30921984,0.054000,2.117,2.970000,0.000000,606,4380.00,0.53,0.52,4.71,24.04952,611.0410000
Kepler-1881 b,Kepler-1881,Transit,2021,159.39399720,0.536800,2.981,1.900000,0.000000,289,5135.00,0.87,0.81,4.46,2.39890,1057.2100000
Kepler-1882 b,Kepler-1882,Transit,2021,13.78730011,0.115100,1.487,4.700000,0.000000,894,5691.00,1.46,1.07,4.14,0.04456,443.3710000
Kepler-1883 b,Kepler-1883,Transit,2021,103.42700200,0.443800,3.251,1.700000,0.000000,416,6208.00,1.02,1.09,4.45,7.44965,1377.6100000
Kepler-1884 b,Kepler-1884,Transit,2021,8.98832035,0.084500,1.814,3.640000,0.000000,864,5984.00,0.91,0.99,4.52,0.04995,1443.0900000
Kepler-1885 b,Kepler-1885,Transit,2021,2.52255988,0.036000,1.511,4.600000,0.000000,1205,5591.00,0.86,0.98,4.56,0.06929,818.4820000
Kepler-1886 b,Kepler-1886,Transit,2021,24.27580070,0.160000,2.582,2.290000,0.000000,580,5745.00,0.84,0.93,4.56,1.67687,1059.5100000
Kepler-1887 b,Kepler-1887,Transit,2021,19.94750023,0.142100,2.925,1.950000,0.000000,625,5749.00,0.86,0.96,4.55,33.23080,1366.1800000
Kepler-1888 b,Kepler-1888,Transit,2021,11.39169979,0.095600,1.326,5.470000,0.000000,886,5557.00,1.25,0.90,4.20,0.12472,402.9470000
Kepler-1889 b,Kepler-1889,Transit,2021,37.30369949,0.208200,2.944,1.930000,0.000000,493,5646.00,0.82,0.86,4.55,0.07304,1395.1300000
Kepler-189 b,Kepler-189,Transit,2014,10.39993100,0.088000,1.210,5.960000,0.000000,678,5235.00,0.75,0.79,4.62,2.31395,591.5340000
Kepler-189 c,Kepler-189,Transit,2014,20.13486600,0.137000,2.380,9.250000,0.000000,544,5235.00,0.75,0.79,4.62,1.45819,591.5340000
Kepler-1890 b,Kepler-1890,Transit,2021,4.82059002,0.056300,0.869,4.920000,0.000000,1328,6046.00,1.40,1.02,4.16,0.06351,529.5960000
Kepler-1891 b,Kepler-1891,Transit,2021,4.02229023,0.047300,1.521,4.570000,0.000000,1017,5516.00,0.83,0.87,4.54,18.26995,596.2400000
Kepler-1892 b,Kepler-1892,Transit,2021,6.33123016,0.063300,1.837,3.570000,0.000000,822,5383.00,0.76,0.85,4.60,2.84913,851.5950000
Kepler-1893 b,Kepler-1893,Transit,2021,4.17936993,0.050400,1.706,3.930000,0.000000,1194,5633.00,1.16,0.97,4.30,1.69464,1050.7200000
Kepler-1894 b,Kepler-1894,Transit,2021,2.76266003,0.038500,1.201,5.930000,0.000000,1231,5772.00,0.90,1.00,4.53,2.85231,935.1910000
Kepler-1894 c,Kepler-1894,Transit,2023,5.05368985,0.057600,1.210,5.960000,0.000000,1007,5772.00,0.90,1.00,4.53,1.72975,935.1910000
Kepler-1895 b,Kepler-1895,Transit,2021,6.07029009,0.061500,2.119,2.970000,0.000000,789,5076.00,0.76,0.86,4.60,15.96325,984.1870000
Kepler-1896 b,Kepler-1896,Transit,2021,44.87020111,0.252900,3.099,1.810000,0.000000,536,6122.00,1.00,1.07,4.47,4.06187,1732.9100000
Kepler-1897 b,Kepler-1897,Transit,2021,24.22030067,0.154600,2.814,2.050000,0.000000,505,5165.00,0.76,0.86,4.60,6.28471,983.1740000
Kepler-1898 b,Kepler-1898,Transit,2021,4.76562023,0.052200,0.934,5.130000,0.000000,1167,5702.00,1.12,0.84,4.26,3.75634,360.9210000
Kepler-1899 b,Kepler-1899,Transit,2021,4.09577990,0.045700,1.551,4.450000,0.000000,851,4791.00,0.74,0.76,4.58,2.29926,711.5090000
Kepler-19 b,Kepler-19,Transit,2011,9.28699000,0.084600,2.209,3.100000,0.410000,851,5541.00,0.86,0.94,4.55,2.20846,218.5620000
Kepler-19 c,Kepler-19,Transit Timing Variations,2011,28.73100000,0.176574,3.680,1.440000,0.210000,,5544.00,0.86,0.94,4.51,2.20846,218.5620000
Kepler-19 d,Kepler-19,Radial Velocity,2017,62.95000000,,5.060,0.954000,0.050000,,5544.00,0.86,0.94,4.51,2.20846,218.5620000
Kepler-190 b,Kepler-190,Transit,2014,2.01999900,0.030000,1.560,4.410000,0.000000,1166,5106.00,0.80,0.86,4.56,2.77228,433.3870000
Kepler-190 c,Kepler-190,Transit,2014,3.76302400,0.045000,1.460,4.820000,0.000000,948,5106.00,0.80,0.86,4.56,9.62119,433.3870000
Kepler-1900 b,Kepler-1900,Transit,2021,2.98622990,0.042000,1.623,4.200000,0.000000,1356,6173.00,1.04,1.10,4.45,0.91284,1540.4300000
Kepler-1901 b,Kepler-1901,Transit,2021,3.48412991,0.045300,1.474,4.750000,0.000000,1132,5696.00,0.92,1.02,4.52,10.42170,1028.3700000
Kepler-1902 b,Kepler-1902,Transit,2021,3.82222009,0.038500,1.176,5.880000,0.000000,601,3729.00,0.51,0.52,4.73,1.67701,344.3370000
Kepler-1903 b,Kepler-1903,Transit,2021,17.06789970,0.132100,2.286,2.690000,0.000000,769,6347.00,1.00,1.05,4.46,0.67733,1775.4400000
Kepler-1904 b,Kepler-1904,Transit,2021,4.57702017,0.043600,1.390,5.130000,0.000000,567,3805.00,0.50,0.53,4.77,41.37983,270.8540000
Kepler-1905 b,Kepler-1905,Transit,2021,3.42392993,0.045100,1.446,4.890000,0.000000,1212,5788.00,1.02,1.04,4.44,5.01632,1051.5300000
Kepler-1906 b,Kepler-1906,Transit,2021,7.36268997,0.073800,2.776,2.090000,0.000000,901,5868.00,0.89,0.99,4.53,25.48804,1360.6300000
Kepler-1907 b,Kepler-1907,Transit,2021,5.65245009,0.056500,0.870,4.920000,0.000000,856,5159.00,0.80,0.75,4.51,0.62612,292.1110000
Kepler-1907 c,Kepler-1907,Transit,2021,14.86390018,0.107600,1.155,5.810000,0.000000,620,5159.00,0.80,0.75,4.51,0.08552,292.1110000
Kepler-1909 b,Kepler-1909,Transit,2021,2.39160991,0.030600,1.092,5.610000,0.000000,1031,4935.00,0.69,0.66,4.59,2.65201,763.6620000
Kepler-191 b,Kepler-191,Transit,2014,9.93963200,0.087000,1.340,5.390000,0.000000,722,5282.00,0.79,0.81,4.59,3.25127,594.4640000
Kepler-191 c,Kepler-191,Transit,2014,17.73850600,0.128000,1.860,3.520000,0.000000,596,5282.00,0.79,0.81,4.59,1.08804,594.4640000
Kepler-191 d,Kepler-191,Transit,2016,5.94504102,0.059900,2.280,2.700000,0.000000,857,5215.00,0.80,0.84,4.56,3.18252,594.4640000
Kepler-1910 b,Kepler-1910,Transit,2021,5.68876982,0.053600,1.184,5.890000,0.000000,645,4234.00,0.64,0.64,4.63,2.38088,
Kepler-1911 b,Kepler-1911,Transit,2021,5.99079990,0.063600,1.011,5.370000,0.000000,987,5721.00,0.97,0.95,4.44,0.48279,269.9120000
Kepler-1912 b,Kepler-1912,Transit,2021,6.05921984,0.064600,1.357,5.300000,0.000000,976,5734.00,0.96,0.98,4.46,15.23066,297.0170000
Kepler-1913 b,Kepler-1913,Transit,2021,14.19600010,0.120900,1.519,4.580000,0.000000,818,6214.00,1.08,1.17,4.44,0.67357,876.3000000
Kepler-1914 b,Kepler-1914,Transit,2021,30.82789993,0.195400,2.943,1.930000,0.000000,585,5982.00,0.96,1.05,4.49,3.71889,1621.5600000
Kepler-1915 b,Kepler-1915,Transit,2021,13.83539963,0.114000,3.218,1.710000,0.000000,809,6020.00,1.06,1.03,4.40,0.07571,1514.6600000
Kepler-1916 b,Kepler-1916,Transit,2021,31.25429916,0.205300,2.618,2.250000,0.000000,635,6246.00,1.09,1.18,4.43,1.53674,2055.8200000
Kepler-1917 b,Kepler-1917,Transit,2021,12.90240002,0.103000,1.890,3.440000,0.000000,675,5530.00,0.79,0.88,4.59,6.23823,909.0370000
Kepler-1918 b,Kepler-1918,Transit,2021,47.05640030,0.252400,2.298,2.670000,0.000000,497,5889.00,0.92,0.97,4.49,3.15850,1030.1100000
Kepler-1919 b,Kepler-1919,Transit,2021,37.88660049,0.210700,2.624,2.240000,0.000000,479,5513.00,0.82,0.87,4.55,2.40934,1177.5300000
Kepler-192 b,Kepler-192,Transit,2014,9.92674600,0.090000,2.740,2.120000,0.000000,803,5479.00,1.01,0.94,4.43,1.49679,651.6740000
Kepler-192 c,Kepler-192,Transit,2014,21.22340000,0.150000,2.790,2.070000,0.000000,623,5479.00,1.01,0.94,4.43,0.29429,651.6740000
Kepler-192 d,Kepler-192,Transit,2016,6.47027579,0.066800,1.020,5.390000,0.000000,926,5487.00,0.94,0.94,4.46,1.60480,651.6740000
Kepler-1920 b,Kepler-1920,Transit,2021,30.25410080,0.204300,2.954,1.920000,0.000000,660,6277.00,1.16,1.24,4.40,27.41847,885.9130000
Kepler-1921 b,Kepler-1921,Transit,2021,20.03479958,0.155700,2.895,1.980000,0.000000,967,6120.00,2.00,1.25,3.93,0.60326,928.9890000
Kepler-1921 c,Kepler-1921,Transit,2023,3.15722086,0.045400,1.410,5.040000,0.000000,1791,6120.00,2.00,1.25,3.93,0.51611,928.9890000
Kepler-1922 b,Kepler-1922,Transit,2021,13.22259998,0.107700,2.291,2.680000,0.000000,740,5931.00,0.86,0.95,4.54,0.07910,1344.2900000
Kepler-1923 b,Kepler-1923,Transit,2021,52.60969925,0.284600,1.960,3.290000,0.000000,553,5881.00,1.29,1.11,4.26,0.82312,990.8380000
Kepler-1924 b,Kepler-1924,Transit,2021,15.33170033,0.121600,2.654,2.210000,0.000000,821,5726.00,1.29,1.02,4.23,0.18991,1910.7700000
Kepler-1925 b,Kepler-1925,Transit,2021,46.71640015,0.258800,3.002,1.890000,0.000000,531,5856.00,1.09,1.06,4.39,0.97501,1771.3100000
Kepler-1926 b,Kepler-1926,Transit,2021,42.87770081,0.219700,2.315,2.640000,0.000000,451,5256.00,0.83,0.77,4.48,49.97101,667.4050000
Kepler-1927 b,Kepler-1927,Transit,2021,73.75039673,0.385900,3.406,1.600000,0.000000,677,6056.00,2.48,1.41,3.80,0.26863,1091.0000000
Kepler-1928 b,Kepler-1928,Transit,2021,19.57783000,0.194000,1.992,3.220000,0.430000,621,5720.00,0.92,1.01,4.53,1.83277,326.3620000
Kepler-1929 b,Kepler-1929,Transit,2021,59.36249924,0.298700,3.073,1.830000,0.000000,566,5786.00,1.47,1.01,4.11,0.19141,508.2010000
Kepler-193 b,Kepler-193,Transit,2014,11.38848000,0.106000,2.390,2.540000,0.000000,979,6335.00,1.15,1.14,4.40,2.11200,1009.1000000
Kepler-193 c,Kepler-193,Transit,2014,50.69749400,0.286000,2.750,2.110000,0.000000,595,6335.00,1.15,1.14,4.40,2.18660,1009.1000000
Kepler-1930 b,Kepler-1930,Transit,2021,13.02680016,0.102500,1.530,4.530000,0.000000,643,5083.00,0.84,0.84,4.51,17.54038,275.6940000
Kepler-1931 b,Kepler-1931,Transit,2021,38.57609940,0.235600,2.653,2.220000,0.000000,619,6167.00,1.22,1.17,4.33,0.04356,620.0910000
Kepler-1932 b,Kepler-1932,Transit,2021,0.52417702,0.012300,1.515,4.600000,0.000000,1891,5278.00,0.82,0.91,4.58,9.04642,713.7330000
Kepler-1933 b,Kepler-1933,Transit,2021,4.94329023,0.056100,1.180,5.890000,0.000000,1058,5661.00,1.01,0.96,4.42,0.11518,328.0070000
Kepler-1934 b,Kepler-1934,Transit,2021,1.41975999,0.024500,0.913,5.070000,0.000000,1700,5925.00,1.04,0.97,4.39,1.95904,428.5140000
Kepler-1935 b,Kepler-1935,Transit,2021,3.95140004,0.046300,2.503,2.390000,0.000000,1083,5570.00,0.90,0.85,4.46,0.37279,904.7020000
Kepler-1936 b,Kepler-1936,Transit,2021,126.55699920,0.554800,3.166,1.770000,0.000000,524,6501.00,1.85,1.42,4.05,0.07780,871.0960000
Kepler-1937 b,Kepler-1937,Transit,2021,9.68859959,0.094300,3.023,1.870000,0.000000,1014,6457.00,1.20,1.19,4.36,10.74611,905.0690000
Kepler-1938 b,Kepler-1938,Transit,2021,13.06260014,0.093800,1.828,3.600000,0.000000,527,4522.00,0.66,0.65,4.62,3.33724,421.1520000
Kepler-1939 b,Kepler-1939,Transit,2021,2.79065990,0.033400,1.165,5.840000,0.000000,816,4353.00,0.60,0.65,4.68,19.10890,189.8330000
Kepler-194 b,Kepler-194,Transit,2014,2.09228100,0.032000,1.510,4.610000,0.000000,1648,6089.00,1.02,1.09,4.42,1.19508,1097.9700000
Kepler-194 c,Kepler-194,Transit,2014,17.30803200,0.131000,2.590,2.280000,0.000000,815,6089.00,1.02,1.09,4.42,1.16924,1097.9700000
Kepler-194 d,Kepler-194,Transit,2014,52.81497300,0.275000,2.400,2.520000,0.000000,562,6089.00,1.02,1.09,4.42,1.21039,1097.9700000
Kepler-1940 b,Kepler-1940,Transit,2021,4.95061016,0.052500,1.547,4.460000,0.000000,885,5431.00,0.72,0.80,4.62,6.15348,798.5950000
Kepler-1941 b,Kepler-1941,Transit,2021,31.33510017,0.205400,2.650,2.220000,0.000000,666,6404.00,1.14,1.18,4.39,0.46086,1494.3900000
Kepler-1942 b,Kepler-1942,Transit,2021,4.62604999,0.051600,2.117,2.970000,0.000000,1012,5834.00,0.80,0.85,4.57,50.65963,842.4920000
Kepler-1943 b,Kepler-1943,Transit,2021,4.85018015,0.057100,1.549,4.470000,0.000000,1098,6032.00,0.97,1.06,4.49,0.00445,1004.5500000
Kepler-1944 b,Kepler-1944,Transit,2021,9.84257984,0.091800,2.760,2.100000,0.000000,801,5585.00,0.97,1.06,4.49,19.93158,1076.4800000
Kepler-1945 b,Kepler-1945,Transit,2021,6.08003998,0.059700,1.289,5.670000,0.000000,808,4991.00,0.80,0.77,4.51,21.56713,
Kepler-1946 b,Kepler-1946,Transit,2021,3.03519011,0.039400,2.488,2.410000,0.000000,1143,5505.00,0.87,0.89,4.50,6.04095,1002.1200000
Kepler-1947 b,Kepler-1947,Transit,2021,6.96363020,0.071100,1.010,5.380000,0.000000,1298,6040.00,1.69,0.98,3.98,1.82834,468.7710000
Kepler-1948 b,Kepler-1948,Transit,2021,15.57129955,0.102200,1.033,5.440000,0.000000,399,3872.00,0.56,0.59,4.71,9.70376,193.9030000
Kepler-1949 b,Kepler-1949,Transit,2021,2.20828009,0.035200,2.220,2.790000,0.000000,1709,6028.00,1.45,1.19,4.19,0.79495,2617.3500000
Kepler-195 b,Kepler-195,Transit,2014,8.30787200,0.077000,2.030,3.140000,0.000000,751,5329.00,0.78,0.84,4.60,2.41247,652.0510000
Kepler-195 c,Kepler-195,Transit,2014,34.09686300,0.197000,1.550,4.460000,0.000000,469,5329.00,0.78,0.84,4.60,4.09059,652.0510000
Kepler-1950 b,Kepler-1950,Transit,2021,10.77690029,0.087100,1.527,4.550000,0.000000,752,5455.00,0.85,0.76,4.46,5.23259,697.2530000
Kepler-1951 b,Kepler-1951,Transit,2021,20.65780067,0.143500,2.321,2.640000,0.000000,728,5468.00,1.31,0.92,4.17,0.24955,1277.3200000
Kepler-1952 b,Kepler-1952,Transit,2021,27.21080017,0.172400,1.239,5.980000,0.000000,725,5973.00,1.31,0.92,4.17,0.00452,852.0620000
Kepler-1953 b,Kepler-1953,Transit,2021,6.24565983,0.060700,1.286,5.690000,0.000000,731,4858.00,0.71,0.79,4.62,1.97131,605.6310000
Kepler-1954 b,Kepler-1954,Transit,2021,5.88343000,0.062500,1.802,3.660000,0.000000,949,5840.00,0.85,0.94,4.55,2.52639,1373.8300000
Kepler-1955 b,Kepler-1955,Transit,2021,14.26519966,0.117000,1.167,5.850000,0.000000,853,5825.00,1.29,1.05,4.24,2.16725,449.3510000
Kepler-1956 b,Kepler-1956,Transit,2021,5.94371986,0.056300,1.089,5.610000,0.000000,674,4391.00,0.68,0.67,4.60,7.87556,360.4680000
Kepler-1957 b,Kepler-1957,Transit,2021,2.18662000,0.029900,0.944,5.160000,0.000000,1099,4904.00,0.77,0.74,4.54,0.93901,460.8990000
Kepler-1958 b,Kepler-1958,Transit,2021,9.32861996,0.085600,2.051,3.090000,0.000000,806,5749.00,0.86,0.96,4.55,21.27922,1320.3800000
Kepler-1959 b,Kepler-1959,Transit,2021,6.38669014,0.061700,1.143,5.780000,0.000000,811,5071.00,0.81,0.77,4.50,32.34332,479.2630000
Kepler-196 b,Kepler-196,Transit,2014,20.73988600,0.138000,1.900,3.420000,0.000000,536,5128.00,0.78,0.85,4.57,6.58628,451.3120000
Kepler-196 c,Kepler-196,Transit,2014,47.42773700,0.240000,2.240,2.760000,0.000000,407,5128.00,0.78,0.85,4.57,3.11234,451.3120000
Kepler-196 d,Kepler-196,Transit,2021,122.08000180,0.448400,2.661,2.210000,0.000000,297,5132.00,0.77,0.81,4.57,0.94786,451.3120000
Kepler-1960 b,Kepler-1960,Transit,2021,2.29794002,0.035400,1.307,5.560000,0.000000,1547,6371.00,1.07,1.12,4.43,0.86477,1527.5600000
Kepler-1961 b,Kepler-1961,Transit,2021,5.60471010,0.058800,1.619,4.210000,0.000000,866,5401.00,0.78,0.87,4.59,1.90820,1042.4500000
Kepler-1962 b,Kepler-1962,Transit,2021,7.99145985,0.078300,1.215,5.980000,0.000000,901,5700.00,1.01,1.00,4.43,0.07953,866.8260000
Kepler-1963 b,Kepler-1963,Transit,2021,1.96226001,0.029800,0.744,4.490000,0.000000,1448,5726.00,0.98,0.92,4.42,5.35253,492.8470000
Kepler-1964 b,Kepler-1964,Transit,2021,2.44082999,0.032200,1.781,3.730000,0.000000,986,4803.00,0.70,0.75,4.62,0.43127,
Kepler-1965 b,Kepler-1965,Transit,2021,41.86869812,0.230100,1.354,5.310000,0.000000,492,5852.00,0.84,0.93,4.56,0.13559,521.7910000
Kepler-1966 b,Kepler-1966,Transit,2021,8.61742973,0.076300,1.105,5.660000,0.000000,733,5009.00,0.84,0.80,4.49,3.74749,484.6010000
Kepler-1967 b,Kepler-1967,Transit,2021,7.28169012,0.073500,0.730,4.450000,0.000000,1086,4970.00,1.81,1.00,3.92,0.45970,249.1020000
Kepler-1968 b,Kepler-1968,Transit,2021,7.28109980,0.069600,1.500,4.660000,0.000000,744,5008.00,0.79,0.84,4.57,3.17541,750.9300000
Kepler-1969 b,Kepler-1969,Transit,2021,6.64752007,0.071700,1.682,4.010000,0.000000,999,6046.00,1.01,1.11,4.48,7.17422,1204.5400000
Kepler-197 b,Kepler-197,Transit,2014,5.59930800,0.060000,1.020,5.390000,0.020000,1142,6004.00,1.12,0.86,4.30,0.92190,330.5750000
Kepler-197 c,Kepler-197,Transit,2014,10.34969500,0.090000,1.230,15.700000,0.080000,930,6004.00,1.12,0.86,4.30,1.09836,330.5750000
Kepler-197 d,Kepler-197,Transit,2014,15.67756300,0.119000,1.220,5.990000,0.030000,810,6004.00,1.12,0.86,4.30,0.93309,330.5750000
Kepler-197 e,Kepler-197,Transit,2014,25.20971500,0.164000,0.910,5.050000,0.380000,691,6004.00,1.12,0.86,4.30,0.87104,330.5750000
Kepler-1972 b,Kepler-1972,Transit,2014,7.54425000,0.076300,0.802,22.200000,0.067000,1084,5818.00,1.38,1.12,4.20,0.62596,287.3390000
Kepler-1972 c,Kepler-1972,Transit,2014,11.32950000,0.104100,0.868,18.400000,0.043000,1215,5818.00,1.38,1.12,4.20,0.62596,287.3390000
Kepler-1976 b,Kepler-1976,Transit Timing Variations,2023,4.95931924,0.056500,12.210,,0.000000,1103,5712.00,1.08,0.98,4.36,1.46169,1314.5100000
Kepler-1977 b,Kepler-1977,Transit,2023,4.53702121,0.048600,1.660,4.070000,0.000000,798,4805.00,0.69,0.77,4.63,2.61043,592.7110000
Kepler-1978 b,Kepler-1978,Transit,2023,10.84969477,0.091400,2.670,2.200000,0.000000,676,5251.00,0.78,0.87,4.59,1.45330,865.5120000
Kepler-1979 b,Kepler-1979,Transit,2023,18.50845260,0.138300,29.330,17.300000,0.000000,683,5942.00,0.94,1.03,4.51,0.01120,1076.2700000
Kepler-198 b,Kepler-198,Transit,2014,17.79003700,0.131000,2.820,2.050000,0.000000,655,5574.00,0.94,0.97,4.47,1.84772,495.3580000
Kepler-198 c,Kepler-198,Transit,2014,49.56741600,0.259000,2.470,2.430000,0.000000,465,5574.00,0.94,0.97,4.47,1.12085,495.3580000
Kepler-198 d,Kepler-198,Transit,2016,1.31184443,0.022900,1.530,4.540000,0.000000,1562,5636.00,0.93,0.97,4.49,2.06258,495.3580000
Kepler-1980 b,Kepler-1980,Transit,2023,33.02571790,0.204900,2.210,2.810000,0.000000,564,5819.00,0.99,1.05,4.47,1.34535,1709.4000000
Kepler-1981 b,Kepler-1981,Transit,2023,453.54212000,1.329200,9.230,0.437000,0.000000,390,5874.00,3.01,1.52,3.66,0.41255,659.3950000
Kepler-1982 b,Kepler-1982,Transit,2023,3.82315697,0.051100,0.770,4.590000,0.000000,1282,6202.00,1.12,1.21,4.42,2.40673,558.8550000
Kepler-1983 b,Kepler-1983,Transit,2023,7.32851947,0.068900,2.330,2.620000,0.000000,807,5135.00,0.87,0.81,4.46,0.83126,424.4280000
Kepler-1984 b,Kepler-1984,Transit,2023,1.99281234,0.023800,6.810,0.649000,0.000000,675,3638.00,0.42,0.45,4.84,0.03649,
Kepler-1985 b,Kepler-1985,Transit,2023,3.42064689,0.042600,2.270,2.710000,0.000000,1129,5370.00,0.97,0.88,4.41,0.47172,
Kepler-1986 b,Kepler-1986,Transit,2023,19.54896660,0.130700,1.890,3.440000,0.000000,579,5549.00,0.73,0.78,4.60,6.27980,912.0850000
Kepler-1987 b,Kepler-1987,Transit,2023,2.34586300,0.031800,1.230,6.020000,0.000000,997,4769.00,0.71,0.80,4.62,4.38761,595.6830000
Kepler-1987 c,Kepler-1987,Transit,2023,3.64830183,0.042700,1.330,5.440000,0.000000,860,4769.00,0.71,0.80,4.62,4.04262,595.6830000
Kepler-1987 d,Kepler-1987,Transit,2023,5.64491415,0.057100,2.660,2.210000,0.000000,744,4769.00,0.71,0.80,4.62,3.36374,595.6830000
Kepler-1987 e,Kepler-1987,Transit,2023,8.74292005,0.076500,1.920,3.380000,0.000000,643,4769.00,0.71,0.80,4.62,4.37105,595.6830000
Kepler-1988 b,Kepler-1988,Transit,2023,11.49500229,0.103800,1.530,4.540000,0.000000,1105,6033.00,1.79,1.13,3.99,0.01874,513.4260000
Kepler-1989 b,Kepler-1989,Transit,2023,10.16102353,0.091800,4.620,1.080000,0.000000,904,6032.00,1.06,1.00,4.39,1.16470,1252.1300000
Kepler-199 b,Kepler-199,Transit,2014,23.63760400,0.158000,3.110,1.800000,0.000000,595,5644.00,0.97,0.96,4.44,1.70087,521.0540000
Kepler-199 c,Kepler-199,Transit,2014,67.09340800,0.316000,3.250,1.700000,0.000000,420,5644.00,0.97,0.96,4.44,1.88919,521.0540000
Kepler-1990 b,Kepler-1990,Transit,2023,1.73513619,0.028600,3.270,1.680000,0.000000,1554,5751.00,1.07,1.03,4.39,1.36796,392.7390000
Kepler-1990 c,Kepler-1990,Transit,2023,4.06844957,0.050400,0.980,5.280000,0.000000,1170,5751.00,1.07,1.03,4.39,0.91819,392.7390000
